account_id,risk_scoresent_count,received_count,connections,max_hop_depth,multi_hop_count,time_window_flag,avg_latitude,avg_longitude,two_way_activity_flag,merchants,risky_merchants,locations,geo_distance_bands
ACCT00001,78,1,1,2,1,5,3,0,30.144933,9.583764,0,Everyday Fuel Stop; Construction Materials Export,Everyday Fuel Stop; Construction Materials Export,"Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China; 5900 Highway 225, Deer Park, TX",between_501_1000m; under_500m
ACCT00815,86,1,1,2,1,5,3,0,27.78844,3.416722,0,Construction Materials Export; Retail Gas Holdings,Construction Materials Export; Retail Gas Holdings,"PRC to Sinaloa Corridor; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",between_501_1000m; between_1600_1800m
ACCT00002,5,1,0,1,0,0,0,0,31.677462,120.301087,0,Front Company Holdings,Front Company Holdings,"Jiangsu Bangdeya New Material Technology Company, Changzhou, China",under_500m
ACCT01858,224,1,3,4,1,5,9,0,32.402593,6.057141,0,Mobile Phone Payment; General Logistics LLC; Front Company Holdings; Tampa Grocery Market,Mobile Phone Payment; General Logistics LLC; Front Company Holdings; Tampa Grocery Market,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone; Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Bachigualato, Culiacan, Sinaloa",under_500m; between_1600_1800m
ACCT00003,70,1,1,2,1,5,3,0,36.192679,-104.957927,0,Everyday Fuel Stop; Online Chemical Vendor,Everyday Fuel Stop; Online Chemical Vendor,Normal non-reference transaction location,under_500m; between_1600_1800m
ACCT01483,74,1,1,2,1,5,3,0,29.62686,-108.258414,0,Auto Parts Warehouse; Everyday Fuel Stop,Auto Parts Warehouse; Everyday Fuel Stop,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",under_500m; between_1600_1800m
ACCT00004,2,1,0,1,0,0,0,0,40.765142,-82.081584,0,Restaurant Services Group,Restaurant Services Group,Normal non-reference transaction location,between_501_1000m
ACCT00627,408,1,5,6,1,5,15,0,31.822299,-60.417747,0,Everyday Fuel Stop; Money Mule Transfer; Mobile Phone Payment; Online Marketplace Store; Small Business Consulting; Restaurant Services Group,Everyday Fuel Stop; Money Mule Transfer; Mobile Phone Payment; Online Marketplace Store; Small Business Consulting; Restaurant Services Group,Normal non-reference transaction location,under_500m; between_501_1000m; between_1001_1599m; between_1600_1800m
ACCT00005,220,1,3,4,1,5,9,0,22.587809,-49.226144,0,Hardware Bulk Supply; Campus Book Supply; Auto Parts Warehouse; Suncoast Hardware,Hardware Bulk Supply; Campus Book Supply; Auto Parts Warehouse; Suncoast Hardware,"Manzanillo, Colima, Mexico; Rancho la Lagunita, Mezquital, Durango; Normal non-reference transaction location",under_500m; between_501_1000m; between_1600_1800m
ACCT00496,74,1,1,2,1,5,3,0,22.300596,-102.569353,0,Online Marketplace Store; Campus Book Supply,Online Marketplace Store; Campus Book Supply,"Manzanillo, Colima, Mexico; Normal non-reference transaction location",under_500m; between_1001_1599m
ACCT00006,212,1,3,4,1,5,9,0,26.658921,-48.217102,0,PRC Chemical Supply Trading; Online Chemical Vendor; Front Company Holdings; General Logistics LLC,PRC Chemical Supply Trading; Online Chemical Vendor; Front Company Holdings; General Logistics LLC,Normal non-reference transaction location,under_500m; between_501_1000m; between_1001_1599m
ACCT01838,78,1,1,2,1,5,3,0,22.302917,13.310856,0,Restaurant Services Group; Online Chemical Vendor,Restaurant Services Group; Online Chemical Vendor,Normal non-reference transaction location,under_500m
ACCT00007,4,1,0,1,0,0,0,0,29.770138,-114.875839,0,Small Business Consulting,Small Business Consulting,Normal non-reference transaction location,between_1001_1599m
ACCT00250,228,1,3,4,1,5,9,0,28.1972,-109.443481,0,Small Business Consulting; Everyday Fuel Stop; Auto Parts Warehouse,Small Business Consulting; Everyday Fuel Stop; Auto Parts Warehouse,"Mexicali, Baja California, Mexico; Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico; Bachigualato, Culiacan, Sinaloa",under_500m; between_1001_1599m; between_501_1000m
ACCT00008,82,1,1,2,1,5,3,0,23.217474,-101.6258,0,Everyday Fuel Stop; Mexico Chemical Broker,Everyday Fuel Stop; Mexico Chemical Broker,"Normal non-reference transaction location; Brownsville, TX",under_500m; between_1001_1599m
ACCT00301,159,1,2,3,1,5,6,0,32.469255,44.75412,0,Everyday Fuel Stop; Mobile Phone Payment; Marketing Services LLC,Everyday Fuel Stop; Mobile Phone Payment; Marketing Services LLC,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China; Normal non-reference transaction location; Brownsville, TX",between_1001_1599m
ACCT00009,141,1,2,3,1,5,6,0,33.610522,47.871223,0,Small Business Consulting; Tampa Grocery Market; General Logistics LLC,Small Business Consulting; Tampa Grocery Market; General Logistics LLC,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China; Normal non-reference transaction location",between_501_1000m; between_1600_1800m
ACCT00015,159,1,2,3,1,5,6,0,33.891528,-32.829352,0,Small Business Consulting; PRC Chemical Supply Trading; Tampa Grocery Market,Small Business Consulting; Tampa Grocery Market,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China; Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",outside_1800m; between_1001_1599m; between_1600_1800m
ACCT00010,78,1,1,2,1,5,3,0,27.243442,-108.205615,0,Oilfield Waste Transport; Front Company Holdings,Oilfield Waste Transport; Front Company Holdings,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",between_501_1000m
ACCT00443,76,1,1,2,1,5,3,0,26.702898,-113.177968,0,Campus Book Supply; Oilfield Waste Transport,Campus Book Supply; Oilfield Waste Transport,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",between_501_1000m; between_1001_1599m
ACCT00011,232,1,3,4,1,5,9,0,26.767065,6.048127,0,Campus Book Supply; General Logistics LLC,Campus Book Supply; General Logistics LLC,"PRC to Sinaloa Corridor; Hanhong Medicine Technology Company, Wuhan, China; Normal non-reference transaction location",between_501_1000m; between_1001_1599m; under_500m
ACCT00182,78,1,1,2,1,5,3,0,24.029962,7.111559,0,Online Marketplace Store; Campus Book Supply,Online Marketplace Store; Campus Book Supply,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",under_500m; between_501_1000m
ACCT00012,6,1,0,1,0,0,0,0,35.520486,115.783118,0,Cross Border Logistics Group,Cross Border Logistics Group,Normal non-reference transaction location,between_501_1000m
ACCT00876,144,1,2,3,1,5,6,0,37.68154,-22.750309,0,Cross Border Logistics Group; Campus Book Supply; General Logistics LLC,Cross Border Logistics Group; Campus Book Supply; General Logistics LLC,Normal non-reference transaction location,between_501_1000m; between_1001_1599m
